customer_id,email,name,country,signup_date,age,account_type,created_at
607,customer607@example.com,Customer 607,USA,2023-11-25,46,Business,2023-11-25 00:00:00
608,customer608@example.com,Customer 608,France,2023-12-15,40,Individual,2023-12-15 00:00:00
609,customer609@example.com,Customer 609,Australia,2023-10-10,55,Individual,2023-10-10 00:00:00
610,customer610@example.com,Customer 610,Germany,2023-03-08,50,Individual,2023-03-08 00:00:00
611,customer611@example.com,Customer 611,France,2023-03-05,27,Business,2023-03-05 00:00:00
612,customer612@example.com,Customer 612,UK,2023-03-26,38,Enterprise,2023-03-26 00:00:00
613,customer613@example.com,Customer 613,Canada,2023-04-26,51,Business,2023-04-26 00:00:00
614,customer614@example.com,Customer 614,Canada,2023-02-10,30,Enterprise,2023-02-10 00:00:00
615,customer615@example.com,Customer 615,Canada,2023-10-10,26,Enterprise,2023-10-10 00:00:00
616,customer616@example.com,Customer 616,France,2023-06-05,52,Individual,2023-06-05 00:00:00
617,customer617@example.com,Customer 617,Australia,2023-09-15,28,Enterprise,2023-09-15 00:00:00
618,customer618@example.com,Customer 618,UK,2023-10-25,28,Enterprise,2023-10-25 00:00:00
619,customer619@example.com,Customer 619,Australia,2023-11-16,75,Enterprise,2023-11-16 00:00:00
620,customer620@example.com,Customer 620,France,2023-06-22,20,Individual,2023-06-22 00:00:00
621,customer621@example.com,Customer 621,USA,2023-02-11,59,Enterprise,2023-02-11 00:00:00
622,customer622@example.com,Customer 622,Australia,2023-05-16,31,Enterprise,2023-05-16 00:00:00
623,customer623@example.com,Customer 623,France,2023-08-02,58,Individual,2023-08-02 00:00:00
624,customer624@example.com,Customer 624,Australia,2023-09-12,52,Business,2023-09-12 00:00:00
625,customer625@example.com,Customer 625,Canada,2023-11-25,48,Individual,2023-11-25 00:00:00
626,customer626@example.com,Customer 626,Germany,2023-12-17,37,Business,2023-12-17 00:00:00
627,customer627@example.com,Customer 627,Australia,2023-02-07,21,Individual,2023-02-07 00:00:00
628,customer628@example.com,Customer 628,Germany,2023-08-14,48,Business,2023-08-14 00:00:00
629,customer629@example.com,Customer 629,Canada,2023-04-15,56,Individual,2023-04-15 00:00:00
630,customer630@example.com,Customer 630,Australia,2023-06-10,38,Enterprise,2023-06-10 00:00:00
631,customer631@example.com,Customer 631,Germany,2023-06-26,26,Business,2023-06-26 00:00:00
632,customer632@example.com,Customer 632,France,2023-09-21,24,Business,2023-09-21 00:00:00
633,customer633@example.com,Customer 633,Germany,2023-05-04,25,Business,2023-05-04 00:00:00
634,customer634@example.com,Customer 634,UK,2023-08-19,27,Individual,2023-08-19 00:00:00
635,customer635@example.com,Customer 635,Canada,2023-01-26,42,Enterprise,2023-01-26 00:00:00
636,customer636@example.com,Customer 636,UK,2023-08-03,73,Individual,2023-08-03 00:00:00
637,customer637@example.com,Customer 637,France,2023-06-17,64,Business,2023-06-17 00:00:00
638,customer638@example.com,Customer 638,UK,2023-04-08,49,Enterprise,2023-04-08 00:00:00
639,customer639@example.com,Customer 639,Germany,2023-08-28,74,Business,2023-08-28 00:00:00
640,customer640@example.com,Customer 640,USA,2023-09-12,23,Business,2023-09-12 00:00:00
641,customer641@example.com,Customer 641,Germany,2023-09-16,33,Individual,2023-09-16 00:00:00
642,customer642@example.com,Customer 642,Canada,2023-10-26,21,Individual,2023-10-26 00:00:00
643,customer643@example.com,Customer 643,Germany,2023-05-25,56,Enterprise,2023-05-25 00:00:00
644,customer644@example.com,Customer 644,Germany,2023-12-11,36,Enterprise,2023-12-11 00:00:00
645,customer645@example.com,Customer 645,USA,2023-01-05,45,Individual,2023-01-05 00:00:00
646,customer646@example.com,Customer 646,Australia,2023-05-16,41,Business,2023-05-16 00:00:00
647,customer647@example.com,Customer 647,USA,2023-07-07,43,Individual,2023-07-07 00:00:00
648,customer648@example.com,Customer 648,France,2023-10-19,30,Business,2023-10-19 00:00:00
649,customer649@example.com,Customer 649,Canada,2023-10-11,22,Business,2023-10-11 00:00:00
650,customer650@example.com,Customer 650,Germany,2023-09-16,66,Enterprise,2023-09-16 00:00:00
651,customer651@example.com,Customer 651,France,2023-05-24,61,Enterprise,2023-05-24 00:00:00
652,customer652@example.com,Customer 652,UK,2023-03-02,24,Business,2023-03-02 00:00:00
653,customer653@example.com,Customer 653,Canada,2023-07-11,53,Business,2023-07-11 00:00:00
654,customer654@example.com,Customer 654,UK,2023-03-15,56,Enterprise,2023-03-15 00:00:00
655,customer655@example.com,Customer 655,France,2023-07-25,20,Individual,2023-07-25 00:00:00
656,customer656@example.com,Customer 656,UK,2023-01-20,63,Business,2023-01-20 00:00:00
657,customer657@example.com,Customer 657,France,2023-08-31,47,Individual,2023-08-31 00:00:00
658,customer658@example.com,Customer 658,France,2023-11-07,26,Business,2023-11-07 00:00:00
659,customer659@example.com,Customer 659,Canada,2023-11-10,28,Business,2023-11-10 00:00:00
660,customer660@example.com,Customer 660,Australia,2023-11-12,71,Business,2023-11-12 00:00:00
661,customer661@example.com,Customer 661,Canada,2023-10-31,50,Enterprise,2023-10-31 00:00:00
662,customer662@example.com,Customer 662,Germany,2023-09-30,63,Enterprise,2023-09-30 00:00:00
663,customer663@example.com,Customer 663,Germany,2023-06-03,70,Individual,2023-06-03 00:00:00
664,customer664@example.com,Customer 664,Canada,2023-07-08,61,Individual,2023-07-08 00:00:00
665,customer665@example.com,Customer 665,France,2023-08-02,37,Enterprise,2023-08-02 00:00:00
666,customer666@example.com,Customer 666,Australia,2023-12-19,19,Enterprise,2023-12-19 00:00:00
667,customer667@example.com,Customer 667,Canada,2023-08-31,59,Enterprise,2023-08-31 00:00:00
668,customer668@example.com,Customer 668,UK,2023-10-23,64,Individual,2023-10-23 00:00:00
669,customer669@example.com,Customer 669,Germany,2023-10-26,28,Enterprise,2023-10-26 00:00:00
670,customer670@example.com,Customer 670,Australia,2023-11-19,57,Business,2023-11-19 00:00:00
671,customer671@example.com,Customer 671,Australia,2023-03-17,33,Individual,2023-03-17 00:00:00
672,customer672@example.com,Customer 672,Australia,2023-10-21,25,Individual,2023-10-21 00:00:00
673,customer673@example.com,Customer 673,Germany,2023-01-10,38,Business,2023-01-10 00:00:00
674,customer674@example.com,Customer 674,Germany,2023-03-19,62,Individual,2023-03-19 00:00:00
675,customer675@example.com,Customer 675,France,2023-07-30,67,Enterprise,2023-07-30 00:00:00
676,customer676@example.com,Customer 676,Australia,2023-08-30,64,Individual,2023-08-30 00:00:00
677,customer677@example.com,Customer 677,UK,2023-12-28,51,Individual,2023-12-28 00:00:00
678,customer678@example.com,Customer 678,Canada,2023-10-15,60,Business,2023-10-15 00:00:00
679,customer679@example.com,Customer 679,Germany,2023-09-27,38,Individual,2023-09-27 00:00:00
680,customer680@example.com,Customer 680,France,2023-08-24,39,Enterprise,2023-08-24 00:00:00
681,customer681@example.com,Customer 681,Australia,2023-07-01,67,Enterprise,2023-07-01 00:00:00
682,customer682@example.com,Customer 682,Australia,2023-12-15,69,Enterprise,2023-12-15 00:00:00
683,customer683@example.com,Customer 683,France,2023-05-16,48,Individual,2023-05-16 00:00:00
684,customer684@example.com,Customer 684,Canada,2023-05-07,53,Business,2023-05-07 00:00:00
685,customer685@example.com,Customer 685,Canada,2023-04-26,67,Business,2023-04-26 00:00:00
686,customer686@example.com,Customer 686,UK,2023-12-27,62,Enterprise,2023-12-27 00:00:00
687,customer687@example.com,Customer 687,Canada,2023-09-08,48,Business,2023-09-08 00:00:00
688,customer688@example.com,Customer 688,Australia,2023-10-14,35,Business,2023-10-14 00:00:00
689,customer689@example.com,Customer 689,France,2023-03-04,61,Enterprise,2023-03-04 00:00:00
690,customer690@example.com,Customer 690,Germany,2023-07-14,70,Business,2023-07-14 00:00:00
691,customer691@example.com,Customer 691,Canada,2023-03-16,20,Business,2023-03-16 00:00:00
692,customer692@example.com,Customer 692,USA,2024-01-01,40,Business,2024-01-01 00:00:00
693,customer693@example.com,Customer 693,Canada,2023-12-02,65,Business,2023-12-02 00:00:00
694,customer694@example.com,Customer 694,UK,2023-04-20,70,Enterprise,2023-04-20 00:00:00
695,customer695@example.com,Customer 695,France,2023-05-19,62,Business,2023-05-19 00:00:00
696,customer696@example.com,Customer 696,USA,2023-03-12,57,Enterprise,2023-03-12 00:00:00
697,customer697@example.com,Customer 697,UK,2023-10-28,33,Individual,2023-10-28 00:00:00
698,customer698@example.com,Customer 698,France,2023-12-09,32,Enterprise,2023-12-09 00:00:00
699,customer699@example.com,Customer 699,USA,2023-04-30,24,Business,2023-04-30 00:00:00
700,customer700@example.com,Customer 700,Australia,2023-06-19,48,Individual,2023-06-19 00:00:00
701,customer701@example.com,Customer 701,UK,2023-12-15,18,Enterprise,2023-12-15 00:00:00
702,customer702@example.com,Customer 702,Germany,2023-03-22,59,Business,2023-03-22 00:00:00
703,customer703@example.com,Customer 703,Australia,2023-09-02,30,Business,2023-09-02 00:00:00
704,customer704@example.com,Customer 704,Canada,2023-06-14,59,Individual,2023-06-14 00:00:00
705,customer705@example.com,Customer 705,Australia,2023-02-15,54,Individual,2023-02-15 00:00:00
706,customer706@example.com,Customer 706,Australia,2023-10-01,64,Individual,2023-10-01 00:00:00
707,customer707@example.com,Customer 707,Germany,2023-03-31,74,Individual,2023-03-31 00:00:00
708,customer708@example.com,Customer 708,Germany,2023-01-19,68,Business,2023-01-19 00:00:00
709,customer709@example.com,Customer 709,Australia,2023-04-06,73,Business,2023-04-06 00:00:00
710,customer710@example.com,Customer 710,USA,2023-01-20,37,Enterprise,2023-01-20 00:00:00
711,customer711@example.com,Customer 711,USA,2023-11-05,39,Business,2023-11-05 00:00:00
712,customer712@example.com,Customer 712,Australia,2023-08-21,52,Enterprise,2023-08-21 00:00:00
713,customer713@example.com,Customer 713,UK,2023-09-10,72,Enterprise,2023-09-10 00:00:00
714,customer714@example.com,Customer 714,Canada,2023-08-28,30,Individual,2023-08-28 00:00:00
715,customer715@example.com,Customer 715,UK,2023-06-19,64,Business,2023-06-19 00:00:00
716,customer716@example.com,Customer 716,Canada,2023-11-28,63,Individual,2023-11-28 00:00:00
717,customer717@example.com,Customer 717,Australia,2023-01-08,39,Business,2023-01-08 00:00:00
718,customer718@example.com,Customer 718,Australia,2023-10-18,66,Individual,2023-10-18 00:00:00
719,customer719@example.com,Customer 719,France,2023-03-31,72,Enterprise,2023-03-31 00:00:00
720,customer720@example.com,Customer 720,Germany,2023-07-27,50,Business,2023-07-27 00:00:00
721,customer721@example.com,Customer 721,Germany,2023-02-14,60,Individual,2023-02-14 00:00:00
722,customer722@example.com,Customer 722,UK,2023-04-05,48,Business,2023-04-05 00:00:00
723,customer723@example.com,Customer 723,USA,2023-05-08,34,Business,2023-05-08 00:00:00
724,customer724@example.com,Customer 724,Germany,2023-05-01,66,Business,2023-05-01 00:00:00
725,customer725@example.com,Customer 725,Canada,2023-06-18,55,Enterprise,2023-06-18 00:00:00
726,customer726@example.com,Customer 726,USA,2023-10-21,34,Enterprise,2023-10-21 00:00:00
727,customer727@example.com,Customer 727,Australia,2023-07-04,33,Individual,2023-07-04 00:00:00
728,customer728@example.com,Customer 728,USA,2023-12-08,47,Business,2023-12-08 00:00:00
729,customer729@example.com,Customer 729,Germany,2023-03-23,61,Enterprise,2023-03-23 00:00:00
730,customer730@example.com,Customer 730,Canada,2023-12-27,62,Individual,2023-12-27 00:00:00
731,customer731@example.com,Customer 731,Canada,2023-11-24,41,Enterprise,2023-11-24 00:00:00
732,customer732@example.com,Customer 732,UK,2023-04-24,26,Business,2023-04-24 00:00:00
733,customer733@example.com,Customer 733,Germany,2023-03-20,65,Enterprise,2023-03-20 00:00:00
734,customer734@example.com,Customer 734,Germany,2023-07-11,62,Enterprise,2023-07-11 00:00:00
735,customer735@example.com,Customer 735,France,2023-08-30,69,Enterprise,2023-08-30 00:00:00
736,customer736@example.com,Customer 736,UK,2023-04-22,61,Enterprise,2023-04-22 00:00:00
737,customer737@example.com,Customer 737,France,2023-02-11,46,Enterprise,2023-02-11 00:00:00
738,customer738@example.com,Customer 738,Canada,2023-12-27,22,Enterprise,2023-12-27 00:00:00
739,customer739@example.com,Customer 739,USA,2023-02-27,71,Enterprise,2023-02-27 00:00:00
740,customer740@example.com,Customer 740,UK,2023-09-16,54,Enterprise,2023-09-16 00:00:00
741,customer741@example.com,Customer 741,UK,2023-03-18,38,Enterprise,2023-03-18 00:00:00
742,customer742@example.com,Customer 742,USA,2023-08-15,61,Individual,2023-08-15 00:00:00
743,customer743@example.com,Customer 743,Germany,2023-10-26,23,Enterprise,2023-10-26 00:00:00
744,customer744@example.com,Customer 744,USA,2023-08-17,47,Individual,2023-08-17 00:00:00
745,customer745@example.com,Customer 745,Germany,2023-09-20,47,Enterprise,2023-09-20 00:00:00
746,customer746@example.com,Customer 746,France,2023-01-30,47,Enterprise,2023-01-30 00:00:00
747,customer747@example.com,Customer 747,Australia,2023-06-07,19,Business,2023-06-07 00:00:00
748,customer748@example.com,Customer 748,USA,2023-05-11,65,Individual,2023-05-11 00:00:00
749,customer749@example.com,Customer 749,USA,2023-10-24,20,Business,2023-10-24 00:00:00
750,customer750@example.com,Customer 750,Australia,2023-06-26,22,Enterprise,2023-06-26 00:00:00
751,customer751@example.com,Customer 751,USA,2023-01-31,48,Individual,2023-01-31 00:00:00
752,customer752@example.com,Customer 752,Germany,2023-05-27,29,Individual,2023-05-27 00:00:00
753,customer753@example.com,Customer 753,Australia,2023-11-25,59,Business,2023-11-25 00:00:00
754,customer754@example.com,Customer 754,Germany,2023-07-11,46,Business,2023-07-11 00:00:00
755,customer755@example.com,Customer 755,USA,2023-07-12,61,Enterprise,2023-07-12 00:00:00
756,customer756@example.com,Customer 756,UK,2023-10-04,59,Business,2023-10-04 00:00:00
757,customer757@example.com,Customer 757,UK,2023-03-02,52,Business,2023-03-02 00:00:00
758,customer758@example.com,Customer 758,UK,2023-09-28,64,Individual,2023-09-28 00:00:00
759,customer759@example.com,Customer 759,USA,2023-01-02,37,Business,2023-01-02 00:00:00
760,customer760@example.com,Customer 760,Australia,2023-12-11,52,Business,2023-12-11 00:00:00
761,customer761@example.com,Customer 761,Germany,2023-09-30,70,Individual,2023-09-30 00:00:00
762,customer762@example.com,Customer 762,Germany,2023-05-07,40,Individual,2023-05-07 00:00:00
763,customer763@example.com,Customer 763,UK,2023-05-22,74,Enterprise,2023-05-22 00:00:00
764,customer764@example.com,Customer 764,USA,2023-02-27,69,Enterprise,2023-02-27 00:00:00
765,customer765@example.com,Customer 765,France,2023-08-03,67,Individual,2023-08-03 00:00:00
766,customer766@example.com,Customer 766,UK,2023-05-04,22,Individual,2023-05-04 00:00:00
767,customer767@example.com,Customer 767,USA,2023-11-01,46,Enterprise,2023-11-01 00:00:00
768,customer768@example.com,Customer 768,Australia,2023-12-11,73,Individual,2023-12-11 00:00:00
769,customer769@example.com,Customer 769,Australia,2023-05-06,20,Business,2023-05-06 00:00:00
770,customer770@example.com,Customer 770,UK,2023-08-13,52,Individual,2023-08-13 00:00:00
771,customer771@example.com,Customer 771,UK,2023-01-29,50,Business,2023-01-29 00:00:00
772,customer772@example.com,Customer 772,Australia,2023-04-30,54,Business,2023-04-30 00:00:00
773,customer773@example.com,Customer 773,France,2023-10-23,67,Enterprise,2023-10-23 00:00:00
774,customer774@example.com,Customer 774,UK,2023-06-14,37,Individual,2023-06-14 00:00:00
775,customer775@example.com,Customer 775,France,2023-12-05,32,Business,2023-12-05 00:00:00
776,customer776@example.com,Customer 776,Canada,2023-06-03,21,Enterprise,2023-06-03 00:00:00
777,customer777@example.com,Customer 777,Australia,2023-10-30,29,Enterprise,2023-10-30 00:00:00
778,customer778@example.com,Customer 778,Germany,2023-12-14,53,Business,2023-12-14 00:00:00
779,customer779@example.com,Customer 779,Canada,2023-01-25,59,Enterprise,2023-01-25 00:00:00
780,customer780@example.com,Customer 780,France,2023-07-15,38,Enterprise,2023-07-15 00:00:00
781,customer781@example.com,Customer 781,Germany,2023-08-02,27,Business,2023-08-02 00:00:00
782,customer782@example.com,Customer 782,UK,2023-07-12,66,Enterprise,2023-07-12 00:00:00
783,customer783@example.com,Customer 783,UK,2023-08-31,72,Individual,2023-08-31 00:00:00
784,customer784@example.com,Customer 784,Australia,2023-06-03,27,Business,2023-06-03 00:00:00
785,customer785@example.com,Customer 785,France,2023-01-30,44,Business,2023-01-30 00:00:00
786,customer786@example.com,Customer 786,France,2023-10-13,26,Business,2023-10-13 00:00:00
787,customer787@example.com,Customer 787,Canada,2023-05-05,31,Business,2023-05-05 00:00:00
788,customer788@example.com,Customer 788,USA,2023-11-28,46,Business,2023-11-28 00:00:00
789,customer789@example.com,Customer 789,France,2023-02-17,64,Individual,2023-02-17 00:00:00
790,customer790@example.com,Customer 790,Canada,2023-01-27,42,Enterprise,2023-01-27 00:00:00
791,customer791@example.com,Customer 791,France,2023-11-06,20,Individual,2023-11-06 00:00:00
792,customer792@example.com,Customer 792,France,2023-04-07,64,Enterprise,2023-04-07 00:00:00
793,customer793@example.com,Customer 793,UK,2023-10-14,48,Individual,2023-10-14 00:00:00
794,customer794@example.com,Customer 794,Canada,2023-06-20,18,Individual,2023-06-20 00:00:00
795,customer795@example.com,Customer 795,Australia,2023-04-08,25,Enterprise,2023-04-08 00:00:00
796,customer796@example.com,Customer 796,UK,2023-09-03,62,Enterprise,2023-09-03 00:00:00
797,customer797@example.com,Customer 797,UK,2023-12-27,43,Individual,2023-12-27 00:00:00
798,customer798@example.com,Customer 798,Canada,2023-10-10,67,Business,2023-10-10 00:00:00
799,customer799@example.com,Customer 799,Germany,2023-07-14,52,Enterprise,2023-07-14 00:00:00
800,customer800@example.com,Customer 800,Canada,2023-07-03,34,Business,2023-07-03 00:00:00
801,customer801@example.com,Customer 801,Germany,2023-09-20,47,Individual,2023-09-20 00:00:00
802,customer802@example.com,Customer 802,Canada,2023-08-29,31,Business,2023-08-29 00:00:00
803,customer803@example.com,Customer 803,Germany,2023-06-10,20,Enterprise,2023-06-10 00:00:00
804,customer804@example.com,Customer 804,Australia,2023-04-24,27,Individual,2023-04-24 00:00:00
805,customer805@example.com,Customer 805,France,2023-05-14,55,Enterprise,2023-05-14 00:00:00
806,customer806@example.com,Customer 806,Canada,2023-08-02,27,Individual,2023-08-02 00:00:00
807,customer807@example.com,Customer 807,UK,2023-06-18,42,Enterprise,2023-06-18 00:00:00
808,customer808@example.com,Customer 808,Germany,2023-05-06,53,Enterprise,2023-05-06 00:00:00
809,customer809@example.com,Customer 809,Canada,2023-12-17,34,Business,2023-12-17 00:00:00
810,customer810@example.com,Customer 810,Australia,2023-11-25,49,Business,2023-11-25 00:00:00
811,customer811@example.com,Customer 811,Australia,2023-03-28,68,Business,2023-03-28 00:00:00
812,customer812@example.com,Customer 812,UK,2023-03-28,64,Enterprise,2023-03-28 00:00:00
813,customer813@example.com,Customer 813,UK,2023-09-08,74,Enterprise,2023-09-08 00:00:00
814,customer814@example.com,Customer 814,USA,2023-11-25,51,Individual,2023-11-25 00:00:00
815,customer815@example.com,Customer 815,Australia,2023-02-08,21,Individual,2023-02-08 00:00:00
816,customer816@example.com,Customer 816,UK,2023-07-31,71,Enterprise,2023-07-31 00:00:00
817,customer817@example.com,Customer 817,USA,2023-04-29,63,Individual,2023-04-29 00:00:00
818,customer818@example.com,Customer 818,UK,2023-01-05,50,Business,2023-01-05 00:00:00
819,customer819@example.com,Customer 819,USA,2023-07-11,57,Enterprise,2023-07-11 00:00:00
820,customer820@example.com,Customer 820,France,2023-12-08,48,Enterprise,2023-12-08 00:00:00
821,customer821@example.com,Customer 821,USA,2023-09-07,18,Enterprise,2023-09-07 00:00:00
822,customer822@example.com,Customer 822,Germany,2023-10-10,18,Individual,2023-10-10 00:00:00
823,customer823@example.com,Customer 823,Australia,2023-09-29,35,Enterprise,2023-09-29 00:00:00
824,customer824@example.com,Customer 824,USA,2023-05-27,50,Enterprise,2023-05-27 00:00:00
825,customer825@example.com,Customer 825,Germany,2023-12-12,69,Individual,2023-12-12 00:00:00
826,customer826@example.com,Customer 826,USA,2023-02-24,51,Individual,2023-02-24 00:00:00
827,customer827@example.com,Customer 827,UK,2023-05-04,57,Enterprise,2023-05-04 00:00:00
828,customer828@example.com,Customer 828,Canada,2023-05-10,35,Business,2023-05-10 00:00:00
829,customer829@example.com,Customer 829,Canada,2023-02-10,43,Business,2023-02-10 00:00:00
830,customer830@example.com,Customer 830,UK,2023-10-17,62,Individual,2023-10-17 00:00:00
831,customer831@example.com,Customer 831,Australia,2023-06-03,70,Individual,2023-06-03 00:00:00
832,customer832@example.com,Customer 832,Australia,2023-12-01,66,Individual,2023-12-01 00:00:00
833,customer833@example.com,Customer 833,Germany,2023-02-17,42,Business,2023-02-17 00:00:00
834,customer834@example.com,Customer 834,Germany,2023-10-10,21,Enterprise,2023-10-10 00:00:00
835,customer835@example.com,Customer 835,Australia,2023-01-05,28,Individual,2023-01-05 00:00:00
836,customer836@example.com,Customer 836,Germany,2023-09-13,59,Business,2023-09-13 00:00:00
837,customer837@example.com,Customer 837,USA,2023-10-17,75,Enterprise,2023-10-17 00:00:00
838,customer838@example.com,Customer 838,UK,2023-01-22,31,Enterprise,2023-01-22 00:00:00
839,customer839@example.com,Customer 839,Germany,2023-10-18,35,Individual,2023-10-18 00:00:00
840,customer840@example.com,Customer 840,Australia,2023-02-08,35,Enterprise,2023-02-08 00:00:00
841,customer841@example.com,Customer 841,Australia,2023-10-16,20,Individual,2023-10-16 00:00:00
842,customer842@example.com,Customer 842,USA,2023-06-11,31,Enterprise,2023-06-11 00:00:00
843,customer843@example.com,Customer 843,Australia,2023-03-15,70,Business,2023-03-15 00:00:00
844,customer844@example.com,Customer 844,Canada,2023-02-09,28,Enterprise,2023-02-09 00:00:00
845,customer845@example.com,Customer 845,France,2023-05-04,71,Business,2023-05-04 00:00:00
846,customer846@example.com,Customer 846,France,2023-12-13,39,Business,2023-12-13 00:00:00
847,customer847@example.com,Customer 847,Australia,2023-03-13,64,Individual,2023-03-13 00:00:00
848,customer848@example.com,Customer 848,Australia,2023-09-14,40,Individual,2023-09-14 00:00:00
849,customer849@example.com,Customer 849,Germany,2023-02-20,32,Individual,2023-02-20 00:00:00
850,customer850@example.com,Customer 850,France,2023-06-24,67,Enterprise,2023-06-24 00:00:00
851,customer851@example.com,Customer 851,Germany,2023-11-01,67,Business,2023-11-01 00:00:00
852,customer852@example.com,Customer 852,Australia,2023-01-16,35,Business,2023-01-16 00:00:00
853,customer853@example.com,Customer 853,UK,2023-09-09,40,Enterprise,2023-09-09 00:00:00
854,customer854@example.com,Customer 854,Germany,2023-07-12,29,Enterprise,2023-07-12 00:00:00
855,customer855@example.com,Customer 855,Australia,2023-10-27,42,Individual,2023-10-27 00:00:00
856,customer856@example.com,Customer 856,Canada,2023-11-13,69,Individual,2023-11-13 00:00:00
857,customer857@example.com,Customer 857,USA,2024-01-01,23,Business,2024-01-01 00:00:00
858,customer858@example.com,Customer 858,Germany,2023-03-20,63,Enterprise,2023-03-20 00:00:00
859,customer859@example.com,Customer 859,Australia,2023-03-20,42,Business,2023-03-20 00:00:00
860,customer860@example.com,Customer 860,USA,2023-07-04,23,Individual,2023-07-04 00:00:00
861,customer861@example.com,Customer 861,Germany,2023-06-07,41,Business,2023-06-07 00:00:00
862,customer862@example.com,Customer 862,UK,2023-02-22,23,Individual,2023-02-22 00:00:00
863,customer863@example.com,Customer 863,Germany,2023-08-09,53,Enterprise,2023-08-09 00:00:00
864,customer864@example.com,Customer 864,Germany,2023-09-20,24,Individual,2023-09-20 00:00:00
865,customer865@example.com,Customer 865,Canada,2023-02-15,53,Individual,2023-02-15 00:00:00
866,customer866@example.com,Customer 866,France,2023-11-02,68,Business,2023-11-02 00:00:00
867,customer867@example.com,Customer 867,USA,2023-07-17,36,Business,2023-07-17 00:00:00
868,customer868@example.com,Customer 868,USA,2023-07-18,64,Enterprise,2023-07-18 00:00:00
869,customer869@example.com,Customer 869,France,2023-05-05,51,Individual,2023-05-05 00:00:00
870,customer870@example.com,Customer 870,Germany,2023-12-17,28,Individual,2023-12-17 00:00:00
871,customer871@example.com,Customer 871,Canada,2023-05-18,35,Business,2023-05-18 00:00:00
872,customer872@example.com,Customer 872,USA,2023-03-16,28,Business,2023-03-16 00:00:00
873,customer873@example.com,Customer 873,Germany,2023-05-22,37,Business,2023-05-22 00:00:00
874,customer874@example.com,Customer 874,Canada,2023-02-09,34,Individual,2023-02-09 00:00:00
875,customer875@example.com,Customer 875,Germany,2023-11-17,56,Enterprise,2023-11-17 00:00:00
876,customer876@example.com,Customer 876,Germany,2023-04-11,24,Individual,2023-04-11 00:00:00
877,customer877@example.com,Customer 877,USA,2023-06-05,43,Business,2023-06-05 00:00:00
878,customer878@example.com,Customer 878,Germany,2023-11-14,69,Business,2023-11-14 00:00:00
879,customer879@example.com,Customer 879,Canada,2023-08-14,45,Enterprise,2023-08-14 00:00:00
880,customer880@example.com,Customer 880,UK,2023-11-01,37,Business,2023-11-01 00:00:00
881,customer881@example.com,Customer 881,Australia,2023-11-05,30,Business,2023-11-05 00:00:00
882,customer882@example.com,Customer 882,UK,2023-06-10,43,Business,2023-06-10 00:00:00
883,customer883@example.com,Customer 883,Australia,2023-05-30,62,Enterprise,2023-05-30 00:00:00
884,customer884@example.com,Customer 884,France,2023-09-09,68,Individual,2023-09-09 00:00:00
885,customer885@example.com,Customer 885,Germany,2023-06-16,35,Business,2023-06-16 00:00:00
886,customer886@example.com,Customer 886,USA,2023-07-06,54,Individual,2023-07-06 00:00:00
887,customer887@example.com,Customer 887,France,2023-10-31,29,Enterprise,2023-10-31 00:00:00
888,customer888@example.com,Customer 888,USA,2023-10-09,64,Business,2023-10-09 00:00:00
889,customer889@example.com,Customer 889,UK,2023-12-29,46,Business,2023-12-29 00:00:00
890,customer890@example.com,Customer 890,USA,2023-12-21,70,Business,2023-12-21 00:00:00
891,customer891@example.com,Customer 891,Germany,2023-12-11,26,Enterprise,2023-12-11 00:00:00
892,customer892@example.com,Customer 892,UK,2023-06-05,34,Enterprise,2023-06-05 00:00:00
893,customer893@example.com,Customer 893,Australia,2023-03-20,45,Business,2023-03-20 00:00:00
894,customer894@example.com,Customer 894,Germany,2023-02-07,56,Business,2023-02-07 00:00:00
895,customer895@example.com,Customer 895,Germany,2023-10-26,52,Enterprise,2023-10-26 00:00:00
896,customer896@example.com,Customer 896,Germany,2023-12-21,52,Individual,2023-12-21 00:00:00
897,customer897@example.com,Customer 897,Australia,2023-07-04,75,Enterprise,2023-07-04 00:00:00
898,customer898@example.com,Customer 898,Australia,2023-11-01,23,Individual,2023-11-01 00:00:00
899,customer899@example.com,Customer 899,Australia,2023-05-08,60,Business,2023-05-08 00:00:00
900,customer900@example.com,Customer 900,Australia,2023-03-27,57,Individual,2023-03-27 00:00:00
901,customer901@example.com,Customer 901,Australia,2023-10-16,61,Enterprise,2023-10-16 00:00:00
902,customer902@example.com,Customer 902,Canada,2023-07-24,68,Business,2023-07-24 00:00:00
903,customer903@example.com,Customer 903,USA,2023-02-24,24,Business,2023-02-24 00:00:00
904,customer904@example.com,Customer 904,France,2023-04-24,65,Enterprise,2023-04-24 00:00:00
905,customer905@example.com,Customer 905,France,2023-10-13,62,Enterprise,2023-10-13 00:00:00
906,customer906@example.com,Customer 906,Germany,2023-04-24,41,Business,2023-04-24 00:00:00
907,customer907@example.com,Customer 907,Australia,2023-08-26,55,Enterprise,2023-08-26 00:00:00
908,customer908@example.com,Customer 908,UK,2023-09-14,40,Individual,2023-09-14 00:00:00
909,customer909@example.com,Customer 909,USA,2023-09-05,36,Business,2023-09-05 00:00:00
910,customer910@example.com,Customer 910,USA,2023-02-13,71,Enterprise,2023-02-13 00:00:00
911,customer911@example.com,Customer 911,Canada,2023-03-14,37,Business,2023-03-14 00:00:00
